"Step","rloo_run3 - train/kl_loss","rloo_run3 - train/kl_loss__MIN","rloo_run3 - train/kl_loss__MAX"
"45","0.00058013833017867","0.00058013833017867","0.00058013833017867"
"46","0.0005673734631272964","0.0005673734631272964","0.0005673734631272964"
"47","0.0005768786154476402","0.0005768786154476402","0.0005768786154476402"
"48","0.0005539461667467549","0.0005539461667467549","0.0005539461667467549"
"49","0.0005482232297708833","0.0005482232297708833","0.0005482232297708833"
"50","0.000566326156103969","0.000566326156103969","0.000566326156103969"
"51","0.0005700096157852386","0.0005700096157852386","0.0005700096157852386"
"52","0.0005632449019685737","0.0005632449019685737","0.0005632449019685737"
"53","0.000588022423471557","0.000588022423471557","0.000588022423471557"
"54","0.0006035703843281226","0.0006035703843281226","0.0006035703843281226"
"55","0.0005872652895959618","0.0005872652895959618","0.0005872652895959618"
"56","0.000594609886775288","0.000594609886775288","0.000594609886775288"
"57","0.00062025098804952","0.00062025098804952","0.00062025098804952"
"58","0.0006276532731135376","0.0006276532731135376","0.0006276532731135376"
"59","0.0006468488486461865","0.0006468488486461865","0.0006468488486461865"
"60","0.0006319944043298165","0.0006319944043298165","0.0006319944043298165"
"61","0.0006656886855580524","0.0006656886855580524","0.0006656886855580524"
"62","0.0006736625380199257","0.0006736625380199257","0.0006736625380199257"
"63","0.0006636522059579875","0.0006636522059579875","0.0006636522059579875"
"64","0.0006861562721951486","0.0006861562721951486","0.0006861562721951486"
"65","0.000722422394574096","0.000722422394574096","0.000722422394574096"
"66","0.0007238147875341383","0.0007238147875341383","0.0007238147875341383"
"67","0.0007366723252744123","0.0007366723252744123","0.0007366723252744123"
"68","0.000769461068102828","0.000769461068102828","0.000769461068102828"
"69","0.0007520761912473972","0.0007520761912473972","0.0007520761912473972"
"70","0.0007603114245284814","0.0007603114245284814","0.0007603114245284814"
"71","0.0007814756359039166","0.0007814756359039166","0.0007814756359039166"
"72","0.0007769150438434735","0.0007769150438434735","0.0007769150438434735"
"73","0.0007879924714870867","0.0007879924714870867","0.0007879924714870867"
"74","0.0008048961785789288","0.0008048961785789288","0.0008048961785789288"
"75","0.0008068913980423531","0.0008068913980423531","0.0008068913980423531"
"76","0.0007946000246192853","0.0007946000246192853","0.0007946000246192853"
"77","0.0008059934007178526","0.0008059934007178526","0.0008059934007178526"
"78","0.0008063226791819034","0.0008063226791819034","0.0008063226791819034"
"79","0.0008118642972476664","0.0008118642972476664","0.0008118642972476664"
"80","0.0008449230672340491","0.0008449230672340491","0.0008449230672340491"
"81","0.0008258820007540635","0.0008258820007540635","0.0008258820007540635"
"82","0.000823082832084765","0.000823082832084765","0.000823082832084765"
"83","0.0008489152742185979","0.0008489152742185979","0.0008489152742185979"
"84","0.0008769897162892448","0.0008769897162892448","0.0008769897162892448"
"85","0.0009000525533338077","0.0009000525533338077","0.0009000525533338077"
"86","0.0008680667506268946","0.0008680667506268946","0.0008680667506268946"
"87","0.0008825307018014428","0.0008825307018014428","0.0008825307018014428"
"88","0.0008679973270773189","0.0008679973270773189","0.0008679973270773189"
"89","0.0008776801196290762","0.0008776801196290762","0.0008776801196290762"
"90","0.0009002347956084122","0.0009002347956084122","0.0009002347956084122"
"91","0.000923729323403677","0.000923729323403677","0.000923729323403677"
"92","0.0009280079239033512","0.0009280079239033512","0.0009280079239033512"
"93","0.0009015231430566928","0.0009015231430566928","0.0009015231430566928"
"94","0.0009386671331412799","0.0009386671331412799","0.0009386671331412799"
"95","0.0009117313788920001","0.0009117313788920001","0.0009117313788920001"
"96","0.0009531337914268079","0.0009531337914268079","0.0009531337914268079"
"97","0.0009646624444030749","0.0009646624444030749","0.0009646624444030749"
